id_ruta,nombre,longitud,codigo,sistema,tipo,empresa,recorrido,fecha
90287,ESTADIO-LAURELES SANTA TERESITA,13859.2670679442,193II,8A,INTEGRADA,AUTOBUSES POBLADO LAURELES,ORIGEN_DESTINO,2021-10-19 00:00:00
90288,SIMÓN BOLÍVAR-UNICENTRO-CENTRO,19771.237631352,195,8A,DIRECTA CENTRO,TAX MAYA,ORIGEN_DESTINO,2020-04-01 00:00:00
90289,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,13880.0916920739,195I,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2020-11-06 00:00:00
90290,LAURELES CAMPESTRE-ESTACIÓN SANTA LUCÍA - ESTACIÓN FLORESTA,10293.8983008806,195II,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2021-10-19 00:00:00
90291,BARRIO CRISTÓBAL-ORIENTAL,15632.5309937281,200,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2018-08-01 00:00:00
90292,ÉXITO CORAZÓN,21301.9391140364,201,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2021-10-19 00:00:00
90293,ÉXITO CORAZÓN,21637.3299556456,201,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2021-10-19 00:00:00
90294,CORAZÓN-PLAZA MINORISTA,23168.7917051575,201B,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2021-03-11 00:00:00
90296,LOS TANQUES-EL VOLCÁN-EL CORAZÓN-SAN JAVIER,10836.4870832404,201I,8A,INTEGRADA,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2024-08-27 00:00:00
90297,SANTA MÓNICA-ORIENTAL,15676.5235888558,202,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2020-05-11 00:00:00
90298,EL MORRO-TRAVESÍAS-CORAZÓN-SANTA LUCÍA,12032.9287684573,202I,8A,INTEGRADA,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2018-08-01 00:00:00
90299,BELENCITO-CORAZÓN-ORIENTAL,18053.6698217673,203 BELENCITO,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2018-08-01 00:00:00
90300,CORAZÓN-ORIENTAL,19958.8856066919,203 CORAZÓN,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2018-08-01 00:00:00
90301,SAN JAVIER-EDUARDO SANTOS-ORIENTAL,16003.5523048426,220,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2020-05-11 00:00:00
90302,SAN JAVIER DERECHO-LA CASETA-ORIENTAL,17628.4848800529,221A,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2018-08-01 00:00:00
90303,SAN JAVIER DERECHO-CUATRO ESQUINAS-ORIENTAL,16649.2907317162,221B,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2018-08-01 00:00:00
90304,VILLA LAURA-SAN JAVIER,6674.71795755128,221I,8A,INTEGRADA,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2024-08-27 00:00:00
90305,SAN JAVIER NIZA - ORIENTAL,20824.3337722598,222,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2018-08-01 00:00:00
90306,SAN JAVIER LA LOMA-MINORISTA,23156.8152029829,223,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2021-03-11 00:00:00
90307,20 DE JULIO,3085.3297738651,225I-1,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90308,COLINAS,3494.67444600781,225I-2,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90309,SALADO,4157.6733728567,226I,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90310,DEPÓSITO,4165.95059438439,226I-D,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90311,QUINTAS,5163.28432270169,227I-1,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90312,PEÑITAS,5492.92075541249,227I-A,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90313,GABRIELA,3161.25001086309,227I-B,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90314,SOCORRO,3011.77964259547,227IB-2,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90315,CASETA,4885.47735363874,227I-C,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90316,CONQUISTADORES,3874.21138661798,228I,8A,INTEGRADA,METROSAN,ORIGEN_DESTINO,2024-08-27 00:00:00
90317,FLORESTA ESTADIO-ORIENTAL,19771.7775399597,240,8A,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,ORIGEN_DESTINO,2021-10-19 00:00:00
90318,LA DIVISA,17628.0063102009,242,8A,DIRECTA CENTRO,COONATRA,ORIGEN_DESTINO,2020-05-11 00:00:00
90319,LA QUIEBRA,18314.6193561843,242,8A,DIRECTA CENTRO,COONATRA,ORIGEN_DESTINO,2020-05-11 00:00:00
90320,LA DIVISA,22460.8692218681,243,8A,DIRECTA CENTRO,COONATRA,ORIGEN_DESTINO,2020-05-11 00:00:00
90321,LA QUIEBRA,22063.224062393,243,8A,DIRECTA CENTRO,COONATRA,ORIGEN_DESTINO,2020-05-11 00:00:00
90322,FLORESTA,7113.79705721566,243I,8A,INTEGRADA,COONATRA,ORIGEN_DESTINO,2024-08-27 00:00:00
90323,FLORESTA DIRECTA,5077.99809714964,243ID,8A,INTEGRADA,COONATRA,ORIGEN_DESTINO,2024-08-27 00:00:00
90324,SANTA LUCIA,9589.40388206024,311I,8A,INTEGRADA,COONATRA,ORIGEN_DESTINO,2024-08-27 00:00:00
90325,SANTA LUCIA DIRECTA,6221.31806031573,311II,8A,INTEGRADA,COONATRA,ORIGEN_DESTINO,2024-08-27 00:00:00
90326,SAN CRISTÓBAL-LA ASOMADERA-CENTRO,35985.4985873526,C23_ALTERNA,8A,DIRECTA CENTRO,TAX MAYA,ORIGEN_DESTINO,2021-05-19 00:00:00
90327,SAN CRISTÓBAL-SAN JAVIER-LA LOMA-CENTRO,31816.3362930925,C23,8A,DIRECTA CENTRO,TAX MAYA,ORIGEN_DESTINO,2021-05-19 00:00:00
90328,SAN CRISTÓBAL-ESTACIÓN SAN JAVIER,21364.5544725251,C23I IZQUIERA,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2024-08-27 00:00:00
90329,LA ASOMADERA-ESTACIÓN SAN JAVIER,21928.2079383265,C23I,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2024-08-27 00:00:00
90330,EL PATIO-ESTACIÓN SAN JAVIER,22502.7467547976,C23I,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2024-08-27 00:00:00
90331,LA PALMA-ESTACIÓN SAN JAVIER,21364.554472524,C23I,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2024-08-27 00:00:00
90332,LAS PLAYAS-ESTACIÓN SAN JAVIER,21117.5434644748,C23I,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2024-08-27 00:00:00
90333,PEDREGAL BAJO-ESTACIÓN SAN JAVIER,19377.2493770623,C23I,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2024-08-27 00:00:00
90334,SAN CRISTÓBAL-CALLE NEGRA-ESTACIÓN AURORA,17312.4582764155,C23I,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2024-08-27 00:00:00
90335,LA CRUZ,14226.4984504119,085 L C,6D,DIRECTA CENTRO,COOTRACOVI,ORIGEN_DESTINO,2024-08-27 00:00:00
90337,LA HONDA MINORISTA,16216.4410019791,085 L H MINO,6D,DIRECTA CENTRO,COOTRACOVI,ORIGEN_DESTINO,2024-08-27 00:00:00
90343,EL SALVADOR BARRIO NACIONAL,12312.4650069724,111,6A,DIRECTA CENTRO,FLOTA LA MILAGROSA,ORIGEN_DESTINO,2024-08-27 00:00:00
90347,LAS PLAYAS,9338.30824022428,255V4,2A,DIRECTA NO CENTRO,RÁPIDO SAN CRISTÓBAL,ORIGEN_DESTINO,2024-08-27 00:00:00
90349,LA CUCHILLA,13261.848302199,255V5,2A,DIRECTA NO CENTRO,RÁPIDO SAN CRISTÓBAL,ORIGEN_DESTINO,2024-08-27 00:00:00
90351,EL LLANO,11921.3048592164,255I,2A,INTEGRADA,RÁPIDO SAN CRISTÓBAL,ORIGEN_DESTINO,2024-08-27 00:00:00
90353,BOQUERON CENTRO HORARIO ESPECIAL,39163.4832631941,255 V3 HOR ESP,2A,DIRECTA CENTRO,RÁPIDO SAN CRISTÓBAL,ORIGEN_DESTINO,2024-08-27 00:00:00
90355,SAN CRISTÓBAL-ESTACIÓN SAN JAVIER,28945.2197433006,C23I DERECHA,8A,INTEGRADA,TAX MAYA,ORIGEN_DESTINO,2024-08-27 00:00:00
90357,PERLAS MINORISTA,21725.5988954067,107,6H,DIRECTA CENTRO,COOTRANSVI,ORIGEN_DESTINO,2024-08-27 00:00:00
90359,RATON PELAO MINORISTA,18102.7102820204,107,6H,DIRECTA CENTRO,COOTRANSVI,ORIGEN_DESTINO,2024-08-27 00:00:00
90361,ROSALES,4863.58542470437,311IIR,8A,INTEGRADA,COONATRA,ORIGEN_DESTINO,2024-08-27 00:00:00
90363,ROSALES,17564.8535891512,310R,8A,CIRCULAR,COONATRA,ORIGEN_DESTINO,2021-11-11 00:00:00
90365,VILLA FLORA-CURAZAO,16541.9121389748,250VF_C,2A,DIRECTA CENTRO,PALENQUE ROBLEDAL,ORIGEN_DESTINO,2021-11-11 00:00:00
90367,CIRCULAR,26054.3176424813,300 DIR-80,"CIRCULAR COONATRA 300, 301, 310, 311",CIRCULAR,COONATRA,ORIGEN_DESTINO,2024-08-27 00:00:00
90369,CIRCULAR,26939.3427274043,301 DIR-80,"CIRCULAR COONATRA 300, 301, 310, 311",CIRCULAR,COONATRA,ORIGEN_DESTINO,2024-08-27 00:00:00
90370,VILLA HERMOSA-LOS ANGELES-HOSPITAL LA PILOTO,12961.3710495581,082 V-LA PILOTO,6D,DIRECTA CENTRO,FLOTA NUEVA VILLA,ORIGEN_DESTINO,2024-08-27 00:00:00
90371,PILARICA,9660.3329248346,254IB_TV 75,2B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,ORIGEN_DESTINO,2024-08-27 00:00:00
