id_paradero,id_parada,id_ruta,nro_parada,nombre_ruta,codigo_ruta,tipo_ruta,empresa,longitud,latitud,recorrido,sistema_ruta,tipo_parada,objectid
50319,90298025,90298,25,EL MORRO-TRAVESÍAS-CORAZÓN-SANTA LUCÍA,202I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.63849383,6.24647442,DESTINO-ORIGEN,8A,REGLAMENTARIA,5059
53628,90230013,90230,13,VILLA HERMOSA - LOS ÁNGELES,082 V-LA,DIRECTA CENTRO,FLOTA NUEVA VILLA,-75.56268334,6.25302332,ORIGEN-DESTINO,6D,REGLAMENTARIA,5060
54786,90272008,90272,8,VILLATINA,95,DIRECTA CENTRO,COPATRA,-75.54358811,6.23724464,ORIGEN-DESTINO,6H,REGLAMENTARIA,5061
50790,90308005,90308,5,COLINAS,225I-2,INTEGRADA,METROSAN,-75.61673237,6.25366357,ORIGEN-DESTINO,8A,REGLAMENTARIA,5062
54983,90270039,90270,39,PERLAS,95,DIRECTA CENTRO,COPATRA,-75.53793222,6.2367351,DESTINO-ORIGEN,6H,REGLAMENTARIA,5063
52719,90115003,90115,3,CASTILLITA,265,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.5756229,6.29112025,ORIGEN-DESTINO,2B,REGLAMENTARIA,5064
53900,90251013,90251,13,GOLONDRINAS HORARIO NOCTURNO,105,DIRECTA CENTRO,COOTRANSMALLAT,-75.5585273,6.24722584,DESTINO-ORIGEN,6F,REGLAMENTARIA,5065
50868,90321049,90321,49,LA QUIEBRA,243,DIRECTA CENTRO,COONATRA,-75.61382609,6.26546925,DESTINO-ORIGEN,8A,REGLAMENTARIA,5066
51868,90306032,90306,32,SAN JAVIER LA LOMA-MINORISTA,223,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.59203175,6.2497739,DESTINO-ORIGEN,8A,REGLAMENTARIA,5067
51208,90291031,90291,31,BARRIO CRISTÓBAL-ORIENTAL,200,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.60480611,6.25090836,DESTINO-ORIGEN,8A,REGLAMENTARIA,5068
54941,90279005,90279,5,SAN ANTONIO-MINORISTA,107,DIRECTA CENTRO,COOTRANSVI,-75.53907245,6.24166544,ORIGEN-DESTINO,6H,REGLAMENTARIA,5069
55175,90242020,90242,20,PINAL,90,DIRECTA CENTRO,COPATRA,-75.55806264,6.2502161,DESTINO-ORIGEN,6F,REGLAMENTARIA,5070
53208,90217022,90217,22,HUECO,37 - 39,DIRECTA CENTRO,AUTOCOL,-75.5692439,6.25302886,ORIGEN-DESTINO,6C,REGLAMENTARIA,5071
52991,90284030,90284,30,LAURELES NOGAL # 1,192,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.57203119,6.23811899,DESTINO-ORIGEN,8A,REGLAMENTARIA,5072
54347,90236038,90236,38,BELLO ORIENTE,57,DIRECTA CENTRO,COOPETRANSA,-75.55122641,6.26601267,ORIGEN-DESTINO,6E,REGLAMENTARIA,5073
52703,90202040,90202,40,LA FRANCIA,6,DIRECTA CENTRO,TRANSCONOR,-75.57584508,6.25399312,DESTINO-ORIGEN,6B,REGLAMENTARIA,5074
54543,90254018,90254,18,TRES ESQUINAS,106,DIRECTA CENTRO,COOTRANSMALLAT,-75.54797807,6.24844501,DESTINO-ORIGEN,6F,REGLAMENTARIA,5075
50719,90316014,90316,14,CONQUISTADORES,228I,INTEGRADA,METROSAN,-75.6195848,6.25512042,DESTINO-ORIGEN,8A,REGLAMENTARIA,5076
50618,90327019,90327,19,SAN CRISTÓBAL-SAN JAVIER-LA LOMA-CENTRO,C23,DIRECTA CENTRO,TAX MAYA,-75.62329274,6.25561157,ORIGEN-DESTINO,8A,REGLAMENTARIA,5077
51690,90286012,90286,12,ESTADIO-BOLIVARIANA-LAURELES,193I,INTEGRADA,AUTOBUSES POBLADO LAURELES,-75.59654164,6.23911244,ORIGEN-DESTINO,8A,REGLAMENTARIA,5078
54763,90237042,90237,42,SANTO DOMINGO,60,DIRECTA CENTRO,COOTRANSCOL,-75.54410203,6.28728922,DESTINO-ORIGEN,6E,REGLAMENTARIA,5079
54484,90230003,90230,3,VILLA HERMOSA - LOS ÁNGELES,082 V-LA,DIRECTA CENTRO,FLOTA NUEVA VILLA,-75.54845147,6.26646009,ORIGEN-DESTINO,6D,REGLAMENTARIA,5080
54205,90272026,90272,26,VILLATINA,95,DIRECTA CENTRO,COPATRA,-75.55386804,6.24296805,DESTINO-ORIGEN,6H,REGLAMENTARIA,5081
50638,90331049,90331,49,LA PALMA-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.62246015,6.25537435,DESTINO-ORIGEN,8A,REGLAMENTARIA,5082
50237,90328080,90328,80,SAN CRISTÓBAL-ESTACIÓN SAN JAVIER,C23I IZQUIERA,INTEGRADA,TAX MAYA,-75.64320752,6.27965911,DESTINO-ORIGEN,8A,REGLAMENTARIA,5083
51240,90325027,90325,27,SANTA LUCIA DIRECTA,311II,INTEGRADA,COONATRA,-75.60425066,6.27247175,DESTINO-ORIGEN,8A,REGLAMENTARIA,5084
51086,90301008,90301,8,SAN JAVIER-EDUARDO SANTOS-ORIENTAL,220,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.60788003,6.25234679,ORIGEN-DESTINO,8A,REGLAMENTARIA,5085
52884,90318029,90318,29,LA DIVISA,242,DIRECTA CENTRO,COONATRA,-75.57334986,6.24663242,DESTINO-ORIGEN,8A,REGLAMENTARIA,5086
51728,90303027,90303,27,SAN JAVIER DERECHO-CUATRO ESQUINAS-ORIENTAL,221B,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.5956441,6.25015083,DESTINO-ORIGEN,8A,REGLAMENTARIA,5087
53019,90294025,90294,25,CORAZÓN-PLAZA MINORISTA,201B,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.57162527,6.25235153,DESTINO-ORIGEN,8A,REGLAMENTARIA,5088
50889,90332045,90332,45,LAS PLAYAS-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.6135596,6.2569933,ORIGEN-DESTINO,8A,REGLAMENTARIA,5089
54884,90270037,90270,37,PERLAS,95,DIRECTA CENTRO,COPATRA,-75.54076413,6.23730989,DESTINO-ORIGEN,6H,REGLAMENTARIA,5090
54430,90212049,90212,49,POPULAR CENTRO,031 P-C,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.5494348,6.29914917,DESTINO-ORIGEN,6C,REGLAMENTARIA,5091
53602,90251010,90251,10,GOLONDRINAS HORARIO NOCTURNO,105,DIRECTA CENTRO,COOTRANSMALLAT,-75.56304081,6.24696089,ORIGEN-DESTINO,6F,REGLAMENTARIA,5092
55190,90321048,90321,48,LA QUIEBRA,243,DIRECTA CENTRO,COONATRA,-75.61215539,6.26251108,DESTINO-ORIGEN,8A,REGLAMENTARIA,5093
51728,90306033,90306,33,SAN JAVIER LA LOMA-MINORISTA,223,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.5956441,6.25015083,DESTINO-ORIGEN,8A,REGLAMENTARIA,5094
51110,90291032,90291,32,BARRIO CRISTÓBAL-ORIENTAL,200,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.60743489,6.25240707,DESTINO-ORIGEN,8A,REGLAMENTARIA,5095
55325,90115016,90115,16,CASTILLITA,265,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.5753002,6.25080633,ORIGEN-DESTINO,2B,REGLAMENTARIA,5096
54205,90278024,90278,24,PERLAS,107,DIRECTA CENTRO,COOTRANSVI,-75.55386804,6.24296805,DESTINO-ORIGEN,6H,REGLAMENTARIA,5097
54288,90242007,90242,7,PINAL,90,DIRECTA CENTRO,COPATRA,-75.55261534,6.25054189,ORIGEN-DESTINO,6F,REGLAMENTARIA,5098
51799,90283011,90283,11,LAURELES ÉXITO,191,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.59364146,6.24113388,ORIGEN-DESTINO,8A,REGLAMENTARIA,5099
54831,90235005,90235,5,LA ESPERANZA,56,DIRECTA CENTRO,COOTRANSCOL,-75.54241626,6.28757917,ORIGEN-DESTINO,6E,REGLAMENTARIA,5100
51146,90289041,90289,41,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.60624615,6.25426951,DESTINO-ORIGEN,8A,REGLAMENTARIA,5101
54822,90278008,90278,8,PERLAS,107,DIRECTA CENTRO,COOTRANSVI,-75.54261335,6.23810522,ORIGEN-DESTINO,6H,REGLAMENTARIA,5102
50889,90314007,90314,7,SOCORRO,227IB-2,INTEGRADA,METROSAN,-75.6135596,6.2569933,ORIGEN-DESTINO,8A,REGLAMENTARIA,5103
53306,90242012,90242,12,PINAL,90,DIRECTA CENTRO,COPATRA,-75.5673201,6.24577303,ORIGEN-DESTINO,6F,REGLAMENTARIA,5104
53849,90218015,90218,15,FERROCARRIL MINORISTA,37 - 39,DIRECTA CENTRO,AUTOCOL,-75.55930209,6.26767264,ORIGEN-DESTINO,6C,REGLAMENTARIA,5105
51939,90288034,90288,35,SIMÓN BOLÍVAR-UNICENTRO-CENTRO,195,DIRECTA CENTRO,TAX MAYA,-75.59095155,6.24053492,DESTINO-ORIGEN,8A,REGLAMENTARIA,5106
54898,90232043,90232,43,LA HONDA,085,DIRECTA CENTRO,COOTRACOVI,-75.54044474,6.26650715,DESTINO-ORIGEN,6D,REGLAMENTARIA,5107
53692,90187011,90187,11,PABLO ESCOBAR-CATALUÑA,102A,DIRECTA NO CENTRO,COOTRANSCATALUÑA,-75.56168925,6.24430854,ORIGEN-DESTINO,6A,REGLAMENTARIA,5108
54808,90255014,90255,14,TRES ESQUINAS - MINORISTA,106,DIRECTA CENTRO,COOTRANSMALLAT,-75.54307903,6.24888474,DESTINO-ORIGEN,6F,REGLAMENTARIA,5109
53308,90317024,90317,24,FLORESTA ESTADIO-ORIENTAL,240,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.56737938,6.2518363,DESTINO-ORIGEN,8A,REGLAMENTARIA,5110
51282,90327024,90327,24,SAN CRISTÓBAL-SAN JAVIER-LA LOMA-CENTRO,C23,DIRECTA CENTRO,TAX MAYA,-75.60351805,6.25052669,ORIGEN-DESTINO,8A,REGLAMENTARIA,5111
52265,90321023,90321,23,LA QUIEBRA,243,DIRECTA CENTRO,COONATRA,-75.58372102,6.24847606,ORIGEN-DESTINO,8A,REGLAMENTARIA,5112
50997,90285005,90285,5,LAURELES NOGAL # 2,193,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.61003826,6.24312422,ORIGEN-DESTINO,8A,REGLAMENTARIA,5113
54688,90237040,90237,40,SANTO DOMINGO,60,DIRECTA CENTRO,COOTRANSCOL,-75.54531159,6.28423629,DESTINO-ORIGEN,6E,REGLAMENTARIA,5114
53945,90215015,90215,15,POPULAR CENTRO SAN DIEGO,031 P-SD,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.55771688,6.27550649,ORIGEN-DESTINO,6C,REGLAMENTARIA,5115
50812,90297032,90297,32,SANTA MÓNICA-ORIENTAL,202,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.61599391,6.24692884,DESTINO-ORIGEN,8A,REGLAMENTARIA,5116
52352,90283039,90283,39,LAURELES ÉXITO,191,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.58240359,6.25687544,DESTINO-ORIGEN,8A,REGLAMENTARIA,5117
54671,90229002,90229,2,VILLA HERMOSA - DERECHO,81,DIRECTA CENTRO,FLOTA NUEVA VILLA,-75.54555075,6.26593877,ORIGEN-DESTINO,6D,REGLAMENTARIA,5118
50131,90330006,90330,6,EL PATIO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.65212747,6.27829702,ORIGEN-DESTINO,8A,REGLAMENTARIA,5119
55031,90265005,90265,5,SANTA ELENA-PIEDRAS BLANCAS-LAS BRISAS-MEDELLÍN,98 DIRECTA 9,DIRECTA NO CENTRO,TRANSACOOP,-75.53610024,6.23070632,ORIGEN-DESTINO,6G,REGLAMENTARIA,5120
50464,90328064,90328,64,SAN CRISTÓBAL-ESTACIÓN SAN JAVIER,C23I IZQUIERA,INTEGRADA,TAX MAYA,-75.62975861,6.27308339,DESTINO-ORIGEN,8A,REGLAMENTARIA,5121
51665,90324033,90324,33,SANTA LUCIA,311I,INTEGRADA,COONATRA,-75.59696581,6.26813198,DESTINO-ORIGEN,8A,REGLAMENTARIA,5122
51542,90299012,90299,12,BELENCITO-CORAZÓN-ORIENTAL,203 BELENCITO,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.59940446,6.24993013,ORIGEN-DESTINO,8A,REGLAMENTARIA,5123
51169,90320010,90320,10,LA DIVISA,243,DIRECTA CENTRO,COONATRA,-75.60585843,6.26075015,ORIGEN-DESTINO,8A,REGLAMENTARIA,5124
53598,90317022,90317,22,FLORESTA ESTADIO-ORIENTAL,240,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.56322814,6.25508204,ORIGEN-DESTINO,8A,REGLAMENTARIA,5125
51872,90293029,90293,29,ÉXITO CORAZÓN,201,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.5919362,6.25702797,DESTINO-ORIGEN,8A,REGLAMENTARIA,5126
53573,90224023,90224,23,CAMPO VALDÉS SAN DIEGO,51-52 CV-SD,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.56356736,6.25083993,DESTINO-ORIGEN,6C,REGLAMENTARIA,5127
50378,90331077,90331,77,LA PALMA-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63539439,6.27760833,DESTINO-ORIGEN,8A,REGLAMENTARIA,5128
54582,90267011,90267,11,CAICEDO,93,DIRECTA CENTRO,COPATRA,-75.54670953,6.24108433,ORIGEN-DESTINO,6H,REGLAMENTARIA,5129
53525,90212033,90212,33,POPULAR CENTRO,031 P-C,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.56420437,6.26110853,DESTINO-ORIGEN,6C,REGLAMENTARIA,5130
54456,90259010,90259,10,SANTA ELENA-LAS BRISAS-MEDELLÍN,98 DIRECTA 3,DIRECTA NO CENTRO,TRANSACOOP,-75.549058,6.23902504,ORIGEN-DESTINO,6G,REGLAMENTARIA,5131
52032,90071032,90071,32,LA HUERTA,250AH,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.58850388,6.26033304,DESTINO-ORIGEN,2A,REGLAMENTARIA,5132
52970,90249008,90249,8,GOLONDRINAS - MINORISTA,105,DIRECTA CENTRO,COOTRANSMALLAT,-75.57224239,6.25670777,ORIGEN-DESTINO,6F,REGLAMENTARIA,5133
50681,90305002,90305,2,SAN JAVIER NIZA - ORIENTAL,222,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.62138659,6.25709341,ORIGEN-DESTINO,8A,REGLAMENTARIA,5134
53401,90239012,90239,12,PINAR TORRES,87,DIRECTA CENTRO,COOTRANSPINAL,-75.56605046,6.24517196,ORIGEN-DESTINO,6F,REGLAMENTARIA,5135
50703,90291002,90291,2,BARRIO CRISTÓBAL-ORIENTAL,200,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.62027738,6.24504841,ORIGEN-DESTINO,8A,REGLAMENTARIA,5136
50584,90327014,90327,14,SAN CRISTÓBAL-SAN JAVIER-LA LOMA-CENTRO,C23,DIRECTA CENTRO,TAX MAYA,-75.62565041,6.26211405,ORIGEN-DESTINO,8A,REGLAMENTARIA,5137
53222,90288026,90288,25,SIMÓN BOLÍVAR-UNICENTRO-CENTRO,195,DIRECTA CENTRO,TAX MAYA,-75.56892577,6.24666568,ORIGEN-DESTINO,8A,REGLAMENTARIA,5138
51098,90287029,90287,29,ESTADIO-LAURELES SANTA TERESITA,193II,INTEGRADA,AUTOBUSES POBLADO LAURELES,-75.60732695,6.23852032,DESTINO-ORIGEN,8A,REGLAMENTARIA,5139
54534,90238049,90238,49,EL JARDÍN,069,DIRECTA CENTRO,COOPETRANSA,-75.5478137,6.27115228,DESTINO-ORIGEN,6E,REGLAMENTARIA,5140
50480,90298023,90298,23,EL MORRO-TRAVESÍAS-CORAZÓN-SANTA LUCÍA,202I,INTEGRADA,CONDUCCIONES AMÉRICA,-75.62898824,6.24761526,DESTINO-ORIGEN,8A,REGLAMENTARIA,5141
54805,90230026,90230,26,VILLA HERMOSA - LOS ÁNGELES,082 V-LA,DIRECTA CENTRO,FLOTA NUEVA VILLA,-75.54300461,6.2657517,DESTINO-ORIGEN,6D,REGLAMENTARIA,5142
53283,90272018,90272,18,VILLATINA,95,DIRECTA CENTRO,COPATRA,-75.5676958,6.24534075,ORIGEN-DESTINO,6H,REGLAMENTARIA,5143
50538,90331054,90331,54,LA PALMA-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.62721581,6.25915418,DESTINO-ORIGEN,8A,REGLAMENTARIA,5144
50638,90329032,90329,32,LA ASOMADERA-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.62246015,6.25537435,DESTINO-ORIGEN,8A,REGLAMENTARIA,5145
51291,90325004,90325,4,SANTA LUCIA DIRECTA,311II,INTEGRADA,COONATRA,-75.60328228,6.27226206,ORIGEN-DESTINO,8A,REGLAMENTARIA,5146
51640,90301025,90301,25,SAN JAVIER-EDUARDO SANTOS-ORIENTAL,220,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.5973181,6.25028759,DESTINO-ORIGEN,8A,REGLAMENTARIA,5147
51038,90320047,90320,47,LA DIVISA,243,DIRECTA CENTRO,COONATRA,-75.60907124,6.25997931,DESTINO-ORIGEN,8A,REGLAMENTARIA,5148
51777,90317015,90317,15,FLORESTA ESTADIO-ORIENTAL,240,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.59486265,6.26253429,ORIGEN-DESTINO,8A,REGLAMENTARIA,5149
50491,90303038,90303,38,SAN JAVIER DERECHO-CUATRO ESQUINAS-ORIENTAL,221B,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.62862801,6.25247755,DESTINO-ORIGEN,8A,REGLAMENTARIA,5150
52628,90294019,90294,19,CORAZÓN-PLAZA MINORISTA,201B,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.57721943,6.24668628,ORIGEN-DESTINO,8A,REGLAMENTARIA,5151
50519,90332058,90332,58,LAS PLAYAS-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.6276385,6.26319925,DESTINO-ORIGEN,8A,REGLAMENTARIA,5152
50712,90308002,90308,2,COLINAS,225I-2,INTEGRADA,METROSAN,-75.6200072,6.25088267,ORIGEN-DESTINO,8A,REGLAMENTARIA,5153
54582,90268011,90268,11,CAICEDO LA TOMA MINORISTA,93,DIRECTA CENTRO,COPATRA,-75.54670953,6.24108433,ORIGEN-DESTINO,6H,REGLAMENTARIA,5154
55066,90261003,90261,3,SANTA ELENA-EL PLAN-LAS BRISAS-MEDELLÍN,98 DIRECTA 5,DIRECTA NO CENTRO,TRANSACOOP,-75.53350684,6.22918279,ORIGEN-DESTINO,6G,REGLAMENTARIA,5155
54281,90217036,90217,36,HUECO,37 - 39,DIRECTA CENTRO,AUTOCOL,-75.55266907,6.2931927,DESTINO-ORIGEN,6C,REGLAMENTARIA,5156
51259,90284040,90284,40,LAURELES NOGAL # 1,192,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.60386129,6.23878395,DESTINO-ORIGEN,8A,REGLAMENTARIA,5157
54991,90236004,90236,4,BELLO ORIENTE,57,DIRECTA CENTRO,COOPETRANSA,-75.53775721,6.27719491,ORIGEN-DESTINO,6E,REGLAMENTARIA,5158
53459,90187012,90187,12,PABLO ESCOBAR-CATALUÑA,102A,DIRECTA NO CENTRO,COOTRANSCATALUÑA,-75.56513686,6.2457215,ORIGEN-DESTINO,6A,REGLAMENTARIA,5159
53941,90254015,90254,15,TRES ESQUINAS,106,DIRECTA CENTRO,COOTRANSMALLAT,-75.55780742,6.24842228,DESTINO-ORIGEN,6F,REGLAMENTARIA,5160
50593,90316019,90316,19,CONQUISTADORES,228I,INTEGRADA,METROSAN,-75.62519239,6.25191461,DESTINO-ORIGEN,8A,REGLAMENTARIA,5161
50699,90327020,90327,20,SAN CRISTÓBAL-SAN JAVIER-LA LOMA-CENTRO,C23,DIRECTA CENTRO,TAX MAYA,-75.62069158,6.2545436,ORIGEN-DESTINO,8A,REGLAMENTARIA,5162
53026,90285035,90285,35,LAURELES NOGAL # 2,193,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.5715958,6.25138795,DESTINO-ORIGEN,8A,REGLAMENTARIA,5163
53295,90238037,90238,37,EL JARDÍN,069,DIRECTA CENTRO,COOPETRANSA,-75.56758779,6.25267531,DESTINO-ORIGEN,6E,REGLAMENTARIA,5164
54427,90215005,90215,5,POPULAR CENTRO SAN DIEGO,031 P-SD,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.5495261,6.29920789,ORIGEN-DESTINO,6C,REGLAMENTARIA,5165
50833,90297031,90297,31,SANTA MÓNICA-ORIENTAL,202,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.61474633,6.250233,DESTINO-ORIGEN,8A,REGLAMENTARIA,5166
53665,90370012,90370,12,VILLA HERMOSA-LOS ANGELES-HOSPITAL LA PILOTO,082 V-LA PILOTO,DIRECTA CENTRO,FLOTA NUEVA VILLA,-75.56209554,6.25576837,ORIGEN-DESTINO,6D,REGLAMENTARIA,5167
53978,90271018,90271,18,PERLAS MINORISTA,95,DIRECTA CENTRO,COPATRA,-75.55721928,6.24739892,ORIGEN-DESTINO,6H,REGLAMENTARIA,5168
50345,90330015,90330,15,EL PATIO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.63736778,6.27717274,ORIGEN-DESTINO,8A,REGLAMENTARIA,5169
53425,90282032,90282,32,LAURELES PARQUE,190,DIRECTA CENTRO,AUTOBUSES POBLADO LAURELES,-75.5656265,6.24806543,DESTINO-ORIGEN,8A,REGLAMENTARIA,5170
50490,90328069,90328,69,SAN CRISTÓBAL-ESTACIÓN SAN JAVIER,C23I IZQUIERA,INTEGRADA,TAX MAYA,-75.62863372,6.27589061,DESTINO-ORIGEN,8A,REGLAMENTARIA,5171
51452,90324039,90324,39,SANTA LUCIA,311I,INTEGRADA,COONATRA,-75.60084917,6.26998948,DESTINO-ORIGEN,8A,REGLAMENTARIA,5172
50567,90299041,90299,41,BELENCITO-CORAZÓN-ORIENTAL,203 BELENCITO,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.62628619,6.24674568,DESTINO-ORIGEN,8A,REGLAMENTARIA,5173
51629,90320039,90320,39,LA DIVISA,243,DIRECTA CENTRO,COONATRA,-75.59753116,6.25923333,DESTINO-ORIGEN,8A,REGLAMENTARIA,5174
54205,90271031,90271,31,PERLAS MINORISTA,95,DIRECTA CENTRO,COPATRA,-75.55386804,6.24296805,DESTINO-ORIGEN,6H,REGLAMENTARIA,5175
52741,90273022,90273,22,VILLATINA MINORISTA,95,DIRECTA CENTRO,COPATRA,-75.57540573,6.24855473,DESTINO-ORIGEN,6H,REGLAMENTARIA,5176
50146,90330089,90330,89,EL PATIO-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.65072897,6.27740524,DESTINO-ORIGEN,8A,REGLAMENTARIA,5177
54918,90264007,90264,7,SANTA ELENA-EL CERRO-LAS BRISAS-MEDELLÍN,98 DIRECTA 8,DIRECTA NO CENTRO,TRANSACOOP,-75.53991476,6.23165144,ORIGEN-DESTINO,6G,REGLAMENTARIA,5178
50501,90328024,90328,24,SAN CRISTÓBAL-ESTACIÓN SAN JAVIER,C23I IZQUIERA,INTEGRADA,TAX MAYA,-75.62829678,6.26847671,ORIGEN-DESTINO,8A,REGLAMENTARIA,5179
51642,90324011,90324,11,SANTA LUCIA,311I,INTEGRADA,COONATRA,-75.59747749,6.26952361,ORIGEN-DESTINO,8A,REGLAMENTARIA,5180
53283,90320031,90320,31,LA DIVISA,243,DIRECTA CENTRO,COONATRA,-75.5676958,6.24534075,DESTINO-ORIGEN,8A,REGLAMENTARIA,5181
52106,90317017,90317,17,FLORESTA ESTADIO-ORIENTAL,240,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.58702308,6.25874498,ORIGEN-DESTINO,8A,REGLAMENTARIA,5182
50450,90293044,90293,44,ÉXITO CORAZÓN,201,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.6305437,6.24831386,DESTINO-ORIGEN,8A,REGLAMENTARIA,5183
54189,90280014,90280,14,RATÓN PELAO,107,DIRECTA CENTRO,COOTRANSVI,-75.55417999,6.24260211,ORIGEN-DESTINO,6H,REGLAMENTARIA,5184
50435,90331016,90331,16,LA PALMA-ESTACIÓN SAN JAVIER,C23I,INTEGRADA,TAX MAYA,-75.6311364,6.27632384,ORIGEN-DESTINO,8A,REGLAMENTARIA,5185
54965,90268036,90268,36,CAICEDO LA TOMA MINORISTA,93,DIRECTA CENTRO,COPATRA,-75.53825108,6.23318165,DESTINO-ORIGEN,6H,REGLAMENTARIA,5186
54068,90212011,90212,11,POPULAR CENTRO,031 P-C,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.55598096,6.28777866,ORIGEN-DESTINO,6C,REGLAMENTARIA,5187
52634,90299018,90299,18,BELENCITO-CORAZÓN-ORIENTAL,203 BELENCITO,DIRECTA CENTRO,CONDUCCIONES AMÉRICA,-75.57319219,6.24547686,ORIGEN-DESTINO,8A,REGLAMENTARIA,5188
51241,90071006,90071,6,LA HUERTA,250AH,DIRECTA CENTRO,PALENQUE ROBLEDAL,-75.60420979,6.27821015,ORIGEN-DESTINO,2A,REGLAMENTARIA,5189
54770,90250013,90250,13,GOLONDRINAS HORARIO ESPECIAL,105,DIRECTA CENTRO,COOTRANSMALLAT,-75.54400572,6.24984005,DESTINO-ORIGEN,6F,REGLAMENTARIA,5190
54407,90235025,90235,25,LA ESPERANZA,56,DIRECTA CENTRO,COOTRANSCOL,-75.55002317,6.2672158,ORIGEN-DESTINO,6E,REGLAMENTARIA,5191
51673,90289036,90289,36,SIMÓN BOLÍVAR-UNICENTRO-ESTACIÓN SANTA LUCÍA,195I,INTEGRADA,TAX MAYA,-75.59682389,6.24700908,DESTINO-ORIGEN,8A,REGLAMENTARIA,5192
54701,90273033,90273,33,VILLATINA MINORISTA,95,DIRECTA CENTRO,COPATRA,-75.54516273,6.24026362,DESTINO-ORIGEN,6H,REGLAMENTARIA,5193
54654,90238009,90238,9,EL JARDÍN,069,DIRECTA CENTRO,COOPETRANSA,-75.54573775,6.27327533,ORIGEN-DESTINO,6E,REGLAMENTARIA,5194
50719,90315016,90315,16,CASETA,227I-C,INTEGRADA,METROSAN,-75.6195848,6.25512042,DESTINO-ORIGEN,8A,REGLAMENTARIA,5195
54767,90242027,90242,27,PINAL,90,DIRECTA CENTRO,COPATRA,-75.54405245,6.24526278,DESTINO-ORIGEN,6F,REGLAMENTARIA,5196
54377,90218040,90218,40,FERROCARRIL MINORISTA,37 - 39,DIRECTA CENTRO,AUTOCOL,-75.55045796,6.29380513,DESTINO-ORIGEN,6C,REGLAMENTARIA,5197
52120,90287048,90287,48,ESTADIO-LAURELES SANTA TERESITA,193II,INTEGRADA,AUTOBUSES POBLADO LAURELES,-75.58659339,6.25766343,DESTINO-ORIGEN,8A,REGLAMENTARIA,5198
54070,90236056,90236,56,BELLO ORIENTE,57,DIRECTA CENTRO,COOPETRANSA,-75.55596877,6.26100912,DESTINO-ORIGEN,6E,REGLAMENTARIA,5199
