id_ruta;nombre;codigo;sistema;tipo;empresa;longitud;recorrido;from_date
90251;GOLONDRINAS HORARIO NOCTURNO;105;6F;DIRECTA CENTRO;COOTRANSMALLAT;1073974;ORIGEN_DESTINO;27/08/2024 0:00
90249;GOLONDRINAS - MINORISTA;105;6F;DIRECTA CENTRO;COOTRANSMALLAT;1103869;ORIGEN_DESTINO;27/08/2024 0:00
90116;GRATAMIRA-ESTACIÓN ACEVEDO;270I;2B;INTEGRADA;TRANSPORTE MEDELLÍN CASTILLA;638816;ORIGEN_DESTINO;27/08/2024 0:00
90217;HUECO;37 - 39;6C;DIRECTA CENTRO;AUTOCOL;1970384;ORIGEN_DESTINO;13/07/2020 0:00
90109;IZQUIERDA CASTILLA - ESTACIÓN UNIVERSIDAD;261I IZQ;2B;INTEGRADA;TRANSPORTE MEDELLÍN CASTILLA;127067;ORIGEN_DESTINO;01/08/2018 0:00
90125;IZQUIERDA - CIRCULAR NOROCCIDENTAL;306A;2B;INTEGRADA;TRANSPORTE MEDELLÍN CASTILLA;2017266;ORIGEN_DESTINO;27/08/2024 0:00
90091;IZQUIERDA VEREDA BOQUERÓN - PARQUE SAN CRISTÓBAL;255V3;2A;DIRECTA NO CENTRO;RÁPIDO SAN CRISTÓBAL;2008768;ORIGEN_DESTINO;27/08/2024 0:00
90075;KENNEDY;252;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;2076856;ORIGEN_DESTINO;19/10/2021 0:00
90329;LA ASOMADERA-ESTACIÓN SAN JAVIER;C23I;8A;INTEGRADA;TAX MAYA;2192821;ORIGEN_DESTINO;27/08/2024 0:00
90335;LA CRUZ;085 L C;6D;DIRECTA CENTRO;COOTRACOVI;142265;ORIGEN_DESTINO;27/08/2024 0:00
90349;LA CUCHILLA;255V5;2A;DIRECTA NO CENTRO;RÁPIDO SAN CRISTÓBAL;1326185;ORIGEN_DESTINO;27/08/2024 0:00
90318;LA DIVISA;242;8A;DIRECTA CENTRO;COONATRA;1762801;ORIGEN_DESTINO;11/05/2020 0:00
90320;LA DIVISA;243;8A;DIRECTA CENTRO;COONATRA;2246087;ORIGEN_DESTINO;11/05/2020 0:00
90235;LA ESPERANZA;56;6E;DIRECTA CENTRO;COOTRANSCOL;1802143;ORIGEN_DESTINO;01/08/2018 0:00
90202;LA FRANCIA;6;6B;DIRECTA CENTRO;TRANSCONOR;1718121;ORIGEN_DESTINO;11/03/2021 0:00
90232;LA HONDA;085;6D;DIRECTA CENTRO;COOTRACOVI;1506853;ORIGEN_DESTINO;27/08/2024 0:00
90337;LA HONDA MINORISTA;085 L H MINO;6D;DIRECTA CENTRO;COOTRACOVI;1621644;ORIGEN_DESTINO;27/08/2024 0:00
90071;LA HUERTA;250AH;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;2208404;ORIGEN_DESTINO;27/08/2024 0:00
90188;LA MILAGROSA;110;6A;DIRECTA NO CENTRO;FLOTA LA MILAGROSA;1130543;ORIGEN_DESTINO;27/08/2024 0:00
90331;LA PALMA-ESTACIÓN SAN JAVIER;C23I;8A;INTEGRADA;TAX MAYA;2136455;ORIGEN_DESTINO;27/08/2024 0:00
90319;LA QUIEBRA;242;8A;DIRECTA CENTRO;COONATRA;1831462;ORIGEN_DESTINO;11/05/2020 0:00
90321;LA QUIEBRA;243;8A;DIRECTA CENTRO;COONATRA;2206322;ORIGEN_DESTINO;11/05/2020 0:00
90093;LAS FLORES-MORAVIA-CENTRO;255A;2A;DIRECTA CENTRO;RÁPIDO SAN CRISTÓBAL;3563528;ORIGEN_DESTINO;10/03/2020 0:00
90195;LAS PALMAS;112;6A;DIRECTA CENTRO;COPATRA;720339;ORIGEN_DESTINO;27/08/2024 0:00
90347;LAS PLAYAS;255V4;2A;DIRECTA NO CENTRO;RÁPIDO SAN CRISTÓBAL;933831;ORIGEN_DESTINO;27/08/2024 0:00
90332;LAS PLAYAS-ESTACIÓN SAN JAVIER;C23I;8A;INTEGRADA;TAX MAYA;2111754;ORIGEN_DESTINO;27/08/2024 0:00
90290;LAURELES CAMPESTRE-ESTACIÓN SANTA LUCÍA - ESTACIÓN FLORESTA;195II;8A;INTEGRADA;TAX MAYA;102939;ORIGEN_DESTINO;19/10/2021 0:00
90283;LAURELES ÉXITO;191;8A;DIRECTA CENTRO;AUTOBUSES POBLADO LAURELES;1930369;ORIGEN_DESTINO;19/10/2021 0:00
90284;LAURELES NOGAL # 1;192;8A;DIRECTA CENTRO;AUTOBUSES POBLADO LAURELES;1548708;ORIGEN_DESTINO;28/03/2022 0:00
90285;LAURELES NOGAL # 2;193;8A;DIRECTA CENTRO;AUTOBUSES POBLADO LAURELES;1835961;ORIGEN_DESTINO;19/10/2021 0:00
90282;LAURELES PARQUE;190;8A;DIRECTA CENTRO;AUTOBUSES POBLADO LAURELES;1837913;ORIGEN_DESTINO;19/10/2021 0:00
90244;LLANADAS;91;6F;DIRECTA CENTRO;COPATRA;1110681;ORIGEN_DESTINO;27/08/2024 0:00
90296;LOS TANQUES-EL VOLCÁN-EL CORAZÓN-SAN JAVIER;201I;8A;INTEGRADA;CONDUCCIONES AMÉRICA;1083649;ORIGEN_DESTINO;27/08/2024 0:00
90074;MARGARITAS;251;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;2186474;ORIGEN_DESTINO;27/08/2024 0:00
90084;METROCABLE AURORA-CÁRCEL;255I;2A;INTEGRADA;RÁPIDO SAN CRISTÓBAL;1041267;ORIGEN_DESTINO;27/08/2024 0:00
90085;METROCABLE LA AURORA;255ID;2A;INTEGRADA;RÁPIDO SAN CRISTÓBAL;1495512;ORIGEN_DESTINO;27/08/2024 0:00
90276;MIRLAS;103;6H;DIRECTA CENTRO;COOTRANSI;1945158;ORIGEN_DESTINO;27/08/2024 0:00
90277;MIRLAS MINORISTA;103;6H;DIRECTA CENTRO;COOTRANSI;2443465;ORIGEN_DESTINO;27/08/2024 0:00
90072;MORAVIA;250M;2A;INTEGRADA;PALENQUE ROBLEDAL;2008398;ORIGEN_DESTINO;01/08/2018 0:00
90092;NUEVO OCCIDENTE EL TIROL;255A;2A;DIRECTA CENTRO;RÁPIDO SAN CRISTÓBAL;3031743;ORIGEN_DESTINO;27/08/2024 0:00
90081;NUEVO OCCIDENTE-LAS FLORES;255A;2A;DIRECTA CENTRO;RÁPIDO SAN CRISTÓBAL;3390493;ORIGEN_DESTINO;27/08/2024 0:00
90198;PABLO E.;113M;6A;DIRECTA CENTRO;FLOTA LA MILAGROSA;823583;ORIGEN_DESTINO;27/08/2024 0:00
90187;PABLO ESCOBAR-CATALUÑA;102A;6A;DIRECTA NO CENTRO;COOTRANSCATALUÑA;901011;ORIGEN_DESTINO;27/08/2024 0:00
90073;PAJARITO;250AP;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;261077;ORIGEN_DESTINO;19/10/2021 0:00
90065;PAJARITO INTEGRADA;250AIP;2A;INTEGRADA;PALENQUE ROBLEDAL;447745;ORIGEN_DESTINO;27/08/2024 0:00
90086;PALMITAS-CENTRO;255P;2A;DIRECTA CENTRO;RÁPIDO SAN CRISTÓBAL;5341671;ORIGEN_DESTINO;27/08/2024 0:00
90134;PARQUE LOS PERIODISTAS;ANILLO F3 CARRERA 65;2B;DIRECTA CENTRO;TRANSPORTE MEDELLÍN CASTILLA;1798721;ORIGEN_DESTINO;27/08/2024 0:00
90140;PARQUE LOS PERIODISTAS;ANILLO F3 CARRERA 73;2B;DIRECTA CENTRO;TRANSPORTE MEDELLÍN CASTILLA;164299;ORIGEN_DESTINO;11/05/2020 0:00
90333;PEDREGAL BAJO-ESTACIÓN SAN JAVIER;C23I;8A;INTEGRADA;TAX MAYA;1937725;ORIGEN_DESTINO;27/08/2024 0:00
90312;PEÑITAS;227I-A;8A;INTEGRADA;METROSAN;549292;ORIGEN_DESTINO;27/08/2024 0:00
90270;PERLAS;95;6H;DIRECTA CENTRO;COPATRA;1422521;ORIGEN_DESTINO;27/08/2024 0:00
90278;PERLAS;107;6H;DIRECTA CENTRO;COOTRANSVI;1226006;ORIGEN_DESTINO;13/07/2020 0:00
90271;PERLAS MINORISTA;95;6H;DIRECTA CENTRO;COPATRA;1726083;ORIGEN_DESTINO;27/08/2024 0:00
90357;PERLAS MINORISTA;107;6H;DIRECTA CENTRO;COOTRANSVI;217256;ORIGEN_DESTINO;27/08/2024 0:00
90080;PICACHO;254;2A;DIRECTA CENTRO;TRANSPORTE MEDELLÍN CASTILLA;2204659;ORIGEN_DESTINO;19/10/2021 0:00
90106;PILARICA;254IB_TV 73;2B;INTEGRADA;TRANSPORTE MEDELLÍN CASTILLA;102705;ORIGEN_DESTINO;27/08/2024 0:00
90371;PILARICA;254IB_TV 75;2B;INTEGRADA;TRANSPORTE MEDELLÍN CASTILLA;966033;ORIGEN_DESTINO;27/08/2024 0:00
90124;PILARICA CALLE 96;289;2B;DIRECTA CENTRO;TRANSPORTE MEDELLÍN CASTILLA;2137064;ORIGEN_DESTINO;13/07/2020 0:00
90105;PILARICA INTEGRADA;254I;2B;INTEGRADA;TRANSPORTE MEDELLÍN CASTILLA;973012;ORIGEN_DESTINO;27/08/2024 0:00
90242;PINAL;90;6F;DIRECTA CENTRO;COPATRA;1536862;ORIGEN_DESTINO;27/08/2024 0:00
90239;PINAR TORRES;87;6F;DIRECTA CENTRO;COOTRANSPINAL;972982;ORIGEN_DESTINO;27/08/2024 0:00
90241;PINAR TORRES;88;6F;DIRECTA CENTRO;COOTRANSPINAL;1199179;ORIGEN_DESTINO;27/08/2024 0:00
90240;PINAR TORRES HORARIO ESP;087 HORARIO ESP;6F;DIRECTA CENTRO;COOTRANSPINAL;13080;ORIGEN_DESTINO;27/08/2024 0:00
90206;PLAYÓN DE LOS COMUNEROS;24;6B;DIRECTA CENTRO;TRANSPORTE ARANJUEZ SANTA CRUZ;107505;ORIGEN_DESTINO;13/07/2020 0:00
90206;PLAYÓN DE LOS COMUNEROS;24;6B;DIRECTA CENTRO;TRANSPORTE ARANJUEZ SANTA CRUZ;880508;ORIGEN_DESTINO;18/08/2021 0:00
90207;PLAYÓN DE LOS COMUNEROS - ORIENTAL;24;6B;DIRECTA CENTRO;TRANSPORTE ARANJUEZ SANTA CRUZ;1859859;ORIGEN_DESTINO;27/08/2024 0:00
90212;POPULAR CENTRO;031 P-C;6C;DIRECTA CENTRO;EXPRESO CAMPO VALDÉS;2152787;ORIGEN_DESTINO;27/08/2024 0:00
90215;POPULAR CENTRO SAN DIEGO;031 P-SD;6C;DIRECTA CENTRO;EXPRESO CAMPO VALDÉS;2373309;ORIGEN_DESTINO;27/08/2024 0:00
90214;POPULAR FERROCARRIL;031 P-F;6C;DIRECTA CENTRO;EXPRESO CAMPO VALDÉS;2095944;ORIGEN_DESTINO;27/08/2024 0:00
90205;POPULAR N° 1;23;6B;DIRECTA CENTRO;TRANSPORTE ARANJUEZ SANTA CRUZ;1828115;ORIGEN_DESTINO;27/08/2024 0:00
90179;QUINTALINDA-EL VERGEL;97;6A;DIRECTA NO CENTRO;FLOTA LA V;1339965;ORIGEN_DESTINO;27/08/2024 0:00
90311;QUINTAS;227I-1;8A;INTEGRADA;METROSAN;516328;ORIGEN_DESTINO;27/08/2024 0:00
90280;RATÓN PELAO;107;6H;DIRECTA CENTRO;COOTRANSVI;1162796;ORIGEN_DESTINO;27/08/2024 0:00
90359;RATON PELAO MINORISTA;107;6H;DIRECTA CENTRO;COOTRANSVI;1810271;ORIGEN_DESTINO;27/08/2024 0:00
90067;ROBLEDALES;250R;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;2047055;ORIGEN_DESTINO;27/08/2024 0:00
90069;ROBLEDAL INTEGRADA;250IR;2A;INTEGRADA;PALENQUE ROBLEDAL;1677771;ORIGEN_DESTINO;19/10/2021 0:00
90078;ROBLEDO AURES INTEGRADA;253IA;2A;INTEGRADA;PALENQUE ROBLEDAL;1619869;ORIGEN_DESTINO;01/04/2020 0:00
90079;ROBLEDO AURES INTEGRADA RAMAL;253IAR;2A;INTEGRADA;PALENQUE ROBLEDAL;14749;ORIGEN_DESTINO;11/05/2020 0:00
90070;ROBLEDO VILLA FLORA;250VF;2A;DIRECTA CENTRO;PALENQUE ROBLEDAL;2191982;ORIGEN_DESTINO;27/08/2024 0:00
90361;ROSALES;311IIR;8A;INTEGRADA;COONATRA;486359;ORIGEN_DESTINO;27/08/2024 0:00
90363;ROSALES;310R;8A;CIRCULAR;COONATRA;1756485;ORIGEN_DESTINO;11/11/2021 0:00
90011;RUTA DE LA SALUD DERECHA;308;CIRCULAR 304, 305, 308, 308D, 309, 309D;CIRCULAR;COINVETRANS;2431503;ORIGEN_DESTINO;01/08/2018 0:00
90012;RUTA DE LA SALUD DERECHA DIRECTA;308D;CIRCULAR 304, 305, 308, 308D, 309, 309D;CIRCULAR;COINVETRANS;2242385;ORIGEN_DESTINO;27/08/2024 0:00
90013;RUTA DE LA SALUD IZQUIERDA;309;CIRCULAR 304, 305, 308, 308D, 309, 309D;CIRCULAR;COINVETRANS;2556104;ORIGEN_DESTINO;27/08/2024 0:00
90014;RUTA DE LA SALUD IZQUIERDA DIRECTA;309D;CIRCULAR 304, 305, 308, 308D, 309, 309D;CIRCULAR;COINVETRANS;2449841;ORIGEN_DESTINO;27/08/2024 0:00
90309;SALADO;226I;8A;INTEGRADA;METROSAN;415767;ORIGEN_DESTINO;27/08/2024 0:00
90281;SAN ANTONIO;107;6H;DIRECTA CENTRO;COOTRANSVI;1312932;ORIGEN_DESTINO;27/08/2024 0:00
