id_paradero,id_parada,id_ruta,nro_parada,nombre_ruta,codigo_ruta,tipo_ruta,empresa,longitud,latitud,recorrido,sistema_ruta,tipo_parada
53259,90137022,90137,22,ALPUJARRA - ORIENTAL SENTIDO ANTIHORARIO,ANILLO 3AH CARRERA 73,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.5681746,6.25817588,DESTINO-ORIGEN,2B,REGLAMENTARIA
53641,90195012,90195,12,LAS PALMAS,112,DIRECTA CENTRO,COPATRA,-75.56253052,6.24030712,DESTINO-ORIGEN,6A,REGLAMENTARIA
53100,90220014,90220,14,CAMPO VALDÉS CENTRO,51-52 CV-C,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.57052215,6.25294974,ORIGEN-DESTINO,6C,REGLAMENTARIA
52777,90138036,90138,36,ALPUJARRA - ORIENTAL SENTIDO HORARIO,ANILLO 3H CARRERA 73,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.5749403,6.29598547,DESTINO-ORIGEN,2B,REGLAMENTARIA
53535,90205027,90205,27,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56407984,6.27736695,ORIGEN-DESTINO,6B,REGLAMENTARIA
54073,90188018,90188,18,LA MILAGROSA,110,DIRECTA NO CENTRO,FLOTA LA MILAGROSA,-75.55592805,6.23526652,DESTINO-ORIGEN,6A,REGLAMENTARIA
53957,90222025,90222,25,CAMPO VALDÉS FERROCARRIL,51-52 CV-F,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.55757389,6.27548462,DESTINO-ORIGEN,6C,REGLAMENTARIA
52920,90195007,90195,7,LAS PALMAS,112,DIRECTA CENTRO,COPATRA,-75.57294371,6.24573573,ORIGEN-DESTINO,6A,REGLAMENTARIA
52563,90108016,90108,16,DERECHA CASTILLA - ESTACIÓN UNIVERSIDAD,261I DER,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57836358,6.29743237,ORIGEN-DESTINO,2B,REGLAMENTARIA
53679,90210019,90210,19,ARANJUEZ ANILLO IZQUIERDA,041I,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56187135,6.26870878,DESTINO-ORIGEN,6B,REGLAMENTARIA
53677,90207016,90207,16,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56187504,6.29281147,ORIGEN-DESTINO,6B,REGLAMENTARIA
52453,90125043,90125,43,IZQUIERDA - CIRCULAR NOROCCIDENTAL,306A,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58040571,6.29796597,DESTINO-ORIGEN,2B,REGLAMENTARIA
52186,90126045,90126,45,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58491716,6.28978845,DESTINO-ORIGEN,2B,REGLAMENTARIA
52459,90110017,90110,17,ESTACIÓN TRICENTENARIO,261II,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58028463,6.29114152,DESTINO-ORIGEN,2B,REGLAMENTARIA
53445,90193012,90193,12,EL SALVADOR,111,DIRECTA CENTRO,FLOTA LA MILAGROSA,-75.56533605,6.24501303,DESTINO-ORIGEN,6A,REGLAMENTARIA
53417,90207024,90207,24,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56577416,6.28054463,ORIGEN-DESTINO,6B,REGLAMENTARIA
53371,90205042,90205,42,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56644849,6.25269079,DESTINO-ORIGEN,6B,REGLAMENTARIA
52775,90104002,90104,2,ALFONSO LÓPEZ - VIEJO TERMINAL,261A,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57497239,6.30967183,ORIGEN-DESTINO,2B,REGLAMENTARIA
53011,90126058,90126,58,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57184782,6.27963804,DESTINO-ORIGEN,2B,REGLAMENTARIA
53303,90113025,90113,25,12 DE OCTUBRE - ESTACIÓN TRICENTENARIO,263I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.56741623,6.28996476,DESTINO-ORIGEN,2B,REGLAMENTARIA
52568,90111004,90111,4,12 DE OCTUBRE - CALLE 90,263,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57828271,6.30185378,ORIGEN-DESTINO,2B,REGLAMENTARIA
53623,90203013,90203,13,SANTA CRUZ - TERMINAL,22,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56273387,6.28677553,ORIGEN-DESTINO,6B,REGLAMENTARIA
53933,90211005,90211,5,ARANJUEZ INTERMEDIA,42,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55794205,6.29153005,ORIGEN-DESTINO,6B,REGLAMENTARIA
52726,90140031,90140,31,PARQUE LOS PERIODISTAS,ANILLO F3 CARRERA 73,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57556334,6.29654947,DESTINO-ORIGEN,2B,REGLAMENTARIA
52889,90134011,90134,11,PARQUE LOS PERIODISTAS,ANILLO F3 CARRERA 65,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57330754,6.27718434,ORIGEN-DESTINO,2B,REGLAMENTARIA
52995,90128009,90128,9,CARABOBO - AV. DE GREIFF,ANILLO 1 CARRERA 65,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57196601,6.2834421,ORIGEN-DESTINO,2B,REGLAMENTARIA
52835,90104050,90104,50,ALFONSO LÓPEZ - VIEJO TERMINAL,261A,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57421155,6.30291296,DESTINO-ORIGEN,2B,REGLAMENTARIA
52472,90126025,90126,25,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58000745,6.30788154,ORIGEN-DESTINO,2B,REGLAMENTARIA
53182,90122024,90122,24,FLORENCIA-ESTACIÓN ACEVEDO,283I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.56955206,6.30746788,DESTINO-ORIGEN,2B,REGLAMENTARIA
52790,90130029,90130,29,ALPUJARRA - ORIENTAL SENTIDO HORARIO,ANILLO 3H CARRERA 65,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57482739,6.25224426,DESTINO-ORIGEN,2B,REGLAMENTARIA
53948,90205018,90205,18,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55764418,6.28594241,ORIGEN-DESTINO,6B,REGLAMENTARIA
53333,90207047,90207,47,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.5672159,6.26502179,DESTINO-ORIGEN,6B,REGLAMENTARIA
55094,90173002,90173,2,BUENOS AIRES,96,DIRECTA CENTRO,FLOTA LA V,-75.52877845,6.22988197,ORIGEN-DESTINO,6A,REGLAMENTARIA
54104,90197002,90197,2,ÁVILA,113B,DIRECTA CENTRO,FLOTA LA MILAGROSA,-75.55557496,6.23627633,ORIGEN-DESTINO,6A,REGLAMENTARIA
54728,90181046,90181,46,CERROS DE QUINTALINDA,099 HORARIO ESP,DIRECTA CENTRO,COOPCERQUIN,-75.5447114,6.2283273,DESTINO-ORIGEN,6A,REGLAMENTARIA
53345,90119033,90119,33,FLORENCIA,281,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.56680309,6.3079768,DESTINO-ORIGEN,2B,REGLAMENTARIA
54416,90203001,90203,1,SANTA CRUZ - TERMINAL,22,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.54986469,6.29245676,ORIGEN-DESTINO,6B,REGLAMENTARIA
54784,90180042,90180,42,CERROS DE QUINTALINDA,99,DIRECTA CENTRO,COOPCERQUIN,-75.54361994,6.23092022,DESTINO-ORIGEN,6A,REGLAMENTARIA
53461,90119021,90119,21,FLORENCIA,281,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.56510415,6.25889346,DESTINO-ORIGEN,2B,REGLAMENTARIA
53496,90193008,90193,8,EL SALVADOR,111,DIRECTA CENTRO,FLOTA LA MILAGROSA,-75.56458898,6.24580627,ORIGEN-DESTINO,6A,REGLAMENTARIA
53023,90175019,90175,19,CAUCES-QUINTALINDA,97,DIRECTA CENTRO,FLOTA LA V,-75.57165575,6.25053494,ORIGEN-DESTINO,6A,REGLAMENTARIA
52247,90124046,90124,46,PILARICA CALLE 96,289,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.5838284,6.29836963,DESTINO-ORIGEN,2B,REGLAMENTARIA
52891,90111012,90111,12,12 DE OCTUBRE - CALLE 90,263,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57327556,6.29717586,ORIGEN-DESTINO,2B,REGLAMENTARIA
53702,90203058,90203,58,SANTA CRUZ - TERMINAL,22,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56151232,6.28660271,DESTINO-ORIGEN,6B,REGLAMENTARIA
53910,90220027,90220,27,CAMPO VALDÉS CENTRO,51-52 CV-C,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.55832365,6.27128141,DESTINO-ORIGEN,6C,REGLAMENTARIA
53001,90117003,90117,3,SANTANDER - CARRERA 73,280,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57198691,6.30917706,ORIGEN-DESTINO,2B,REGLAMENTARIA
52936,90109027,90109,27,IZQUIERDA CASTILLA - ESTACIÓN UNIVERSIDAD,261I IZQ,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57261938,6.29179296,DESTINO-ORIGEN,2B,REGLAMENTARIA
53402,90207055,90207,55,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56602664,6.28085052,DESTINO-ORIGEN,6B,REGLAMENTARIA
53471,90132029,90132,29,AV. GREIFF - PUENTE HORACIO TORO,ANILLO F1 CARRERA 65,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.56495639,6.31082913,DESTINO-ORIGEN,2B,REGLAMENTARIA
52343,90125039,90125,39,IZQUIERDA - CIRCULAR NOROCCIDENTAL,306A,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.5824473,6.29254235,DESTINO-ORIGEN,2B,REGLAMENTARIA
52705,90118026,90118,26,SANTANDER - CARRERA 73,280 DIRECTA,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57583554,6.29316464,DESTINO-ORIGEN,2B,REGLAMENTARIA
53082,90110014,90110,14,ESTACIÓN TRICENTENARIO,261II,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57072709,6.28933992,DESTINO-ORIGEN,2B,REGLAMENTARIA
53660,90203052,90203,52,SANTA CRUZ - TERMINAL,22,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56218715,6.28080217,DESTINO-ORIGEN,6B,REGLAMENTARIA
53448,90207057,90207,57,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56528707,6.28344233,DESTINO-ORIGEN,6B,REGLAMENTARIA
54236,90199022,90199,22,ÁVILA - CATALUÑA,113,DIRECTA CENTRO,FLOTA LA MILAGROSA,-75.55342943,6.23684889,DESTINO-ORIGEN,6A,REGLAMENTARIA
54848,90176003,90176,3,CAUCES-QUINTALINDA,97,DIRECTA CENTRO,FLOTA LA V,-75.54194603,6.2303447,ORIGEN-DESTINO,6A,REGLAMENTARIA
53288,90205036,90205,36,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56766203,6.2576757,ORIGEN-DESTINO,6B,REGLAMENTARIA
52938,90104004,90104,4,ALFONSO LÓPEZ - VIEJO TERMINAL,261A,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57261051,6.30922905,ORIGEN-DESTINO,2B,REGLAMENTARIA
53470,90222012,90222,12,CAMPO VALDÉS FERROCARRIL,51-52 CV-F,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.56495744,6.26006581,ORIGEN-DESTINO,6C,REGLAMENTARIA
52489,90126021,90126,21,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.5797773,6.3055283,ORIGEN-DESTINO,2B,REGLAMENTARIA
52930,90122027,90122,27,FLORENCIA-ESTACIÓN ACEVEDO,283I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57275637,6.30935085,DESTINO-ORIGEN,2B,REGLAMENTARIA
53607,90116013,90116,13,GRATAMIRA-ESTACIÓN ACEVEDO,270I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.56294383,6.30564058,DESTINO-ORIGEN,2B,REGLAMENTARIA
53653,90203056,90203,56,SANTA CRUZ - TERMINAL,22,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56232861,6.28617247,DESTINO-ORIGEN,6B,REGLAMENTARIA
53645,90206062,90206,62,PLAYÓN DE LOS COMUNEROS,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56239907,6.29094029,DESTINO-ORIGEN,6B,REGLAMENTARIA
51797,90141005,90141,5,BELÉN LAS PLAYAS,170,DIRECTA CENTRO,COOTRABEL,-75.59367947,6.22727472,ORIGEN-DESTINO,3A,REGLAMENTARIA
54124,90207072,90207,72,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55525677,6.30675016,DESTINO-ORIGEN,6B,REGLAMENTARIA
53063,90131028,90131,28,ALPUJARRA - ORIENTAL SENTIDO HORARIO,ANILLO 3H CARRERA 65 HORARIO ESP,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57108372,6.24503287,DESTINO-ORIGEN,2B,REGLAMENTARIA
52680,90126016,90126,16,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57620222,6.30371031,ORIGEN-DESTINO,2B,REGLAMENTARIA
53802,90122016,90122,16,FLORENCIA-ESTACIÓN ACEVEDO,283I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.55980473,6.30196302,ORIGEN-DESTINO,2B,REGLAMENTARIA
53744,90116012,90116,12,GRATAMIRA-ESTACIÓN ACEVEDO,270I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.56071969,6.30224429,DESTINO-ORIGEN,2B,REGLAMENTARIA
53854,90188004,90188,4,LA MILAGROSA,110,DIRECTA NO CENTRO,FLOTA LA MILAGROSA,-75.55923383,6.23212437,ORIGEN-DESTINO,6A,REGLAMENTARIA
53309,90207046,90207,46,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56737154,6.26415999,DESTINO-ORIGEN,6B,REGLAMENTARIA
55079,90173001,90173,1,BUENOS AIRES,96,DIRECTA CENTRO,FLOTA LA V,-75.53196209,6.22970261,ORIGEN-DESTINO,6A,REGLAMENTARIA
53384,90116018,90116,18,GRATAMIRA-ESTACIÓN ACEVEDO,270I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.56630348,6.31140702,DESTINO-ORIGEN,2B,REGLAMENTARIA
54321,90210004,90210,4,ARANJUEZ ANILLO IZQUIERDA,041I,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55191809,6.27637116,ORIGEN-DESTINO,6B,REGLAMENTARIA
52480,90125006,90125,6,IZQUIERDA - CIRCULAR NOROCCIDENTAL,306A,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57990417,6.30786548,ORIGEN-DESTINO,2B,REGLAMENTARIA
53028,90113014,90113,14,12 DE OCTUBRE - ESTACIÓN TRICENTENARIO,263I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57156206,6.29376172,ORIGEN-DESTINO,2B,REGLAMENTARIA
52944,90117004,90117,4,SANTANDER - CARRERA 73,280,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57253096,6.30519976,ORIGEN-DESTINO,2B,REGLAMENTARIA
53049,90109013,90109,13,IZQUIERDA CASTILLA - ESTACIÓN UNIVERSIDAD,261I IZQ,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.5712611,6.29222552,ORIGEN-DESTINO,2B,REGLAMENTARIA
53737,90191014,90191,14,EL SALVADOR DERECHO,111,DIRECTA CENTRO,FLOTA LA MILAGROSA,-75.56081971,6.24092341,DESTINO-ORIGEN,6A,REGLAMENTARIA
54708,90181016,90181,16,CERROS DE QUINTALINDA,099 HORARIO ESP,DIRECTA CENTRO,COOPCERQUIN,-75.54505474,6.23374848,ORIGEN-DESTINO,6A,REGLAMENTARIA
55083,90173003,90173,3,BUENOS AIRES,96,DIRECTA CENTRO,FLOTA LA V,-75.53127399,6.22735348,ORIGEN-DESTINO,6A,REGLAMENTARIA
54439,90205006,90205,6,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.5491918,6.29978385,ORIGEN-DESTINO,6B,REGLAMENTARIA
53646,90210022,90210,22,ARANJUEZ ANILLO IZQUIERDA,041I,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56238156,6.27545955,DESTINO-ORIGEN,6B,REGLAMENTARIA
54821,90180014,90180,14,CERROS DE QUINTALINDA,99,DIRECTA CENTRO,COOPCERQUIN,-75.54262202,6.23234947,ORIGEN-DESTINO,6A,REGLAMENTARIA
53278,90111024,90111,24,12 DE OCTUBRE - CALLE 90,263,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.56777619,6.25675507,ORIGEN-DESTINO,2B,REGLAMENTARIA
53046,90220017,90220,17,CAMPO VALDÉS CENTRO,51-52 CV-C,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.57128932,6.24614359,DESTINO-ORIGEN,6C,REGLAMENTARIA
54584,90175010,90175,10,CAUCES-QUINTALINDA,97,DIRECTA CENTRO,FLOTA LA V,-75.54669355,6.23509177,ORIGEN-DESTINO,6A,REGLAMENTARIA
52201,90124010,90124,10,PILARICA CALLE 96,289,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.5847591,6.28782897,ORIGEN-DESTINO,2B,REGLAMENTARIA
52383,90125052,90125,52,IZQUIERDA - CIRCULAR NOROCCIDENTAL,306A,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58192823,6.30406273,DESTINO-ORIGEN,2B,REGLAMENTARIA
54046,90206069,90206,69,PLAYÓN DE LOS COMUNEROS,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55632899,6.30155885,DESTINO-ORIGEN,6B,REGLAMENTARIA
53924,90205065,90205,65,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55813703,6.28585542,DESTINO-ORIGEN,6B,REGLAMENTARIA
54168,90205073,90205,73,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55463151,6.29402676,DESTINO-ORIGEN,6B,REGLAMENTARIA
54838,90179002,90179,2,QUINTALINDA-EL VERGEL,97,DIRECTA NO CENTRO,FLOTA LA V,-75.54231148,6.23032928,ORIGEN-DESTINO,6A,REGLAMENTARIA
53339,90119007,90119,7,FLORENCIA,281,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.56687882,6.30794073,ORIGEN-DESTINO,2B,REGLAMENTARIA
52659,90111046,90111,46,12 DE OCTUBRE - CALLE 90,263,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57671137,6.30589078,DESTINO-ORIGEN,2B,REGLAMENTARIA
54419,90203069,90203,69,SANTA CRUZ - TERMINAL,22,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.54979594,6.29233958,DESTINO-ORIGEN,6B,REGLAMENTARIA
53979,90176024,90176,24,CAUCES-QUINTALINDA,97,DIRECTA CENTRO,FLOTA LA V,-75.55718037,6.23928473,DESTINO-ORIGEN,6A,REGLAMENTARIA
52226,90124008,90124,8,PILARICA CALLE 96,289,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.58432868,6.29183232,ORIGEN-DESTINO,2B,REGLAMENTARIA
52294,90126034,90126,34,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58317285,6.300755,DESTINO-ORIGEN,2B,REGLAMENTARIA
54029,90198001,90198,1,PABLO E.,113M,DIRECTA CENTRO,FLOTA LA MILAGROSA,-75.55651599,6.23155064,ORIGEN-DESTINO,6A,REGLAMENTARIA
54319,90210001,90210,1,ARANJUEZ ANILLO IZQUIERDA,041I,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55197406,6.28739316,ORIGEN-DESTINO,6B,REGLAMENTARIA
52389,90125045,90125,45,IZQUIERDA - CIRCULAR NOROCCIDENTAL,306A,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58175015,6.3000358,DESTINO-ORIGEN,2B,REGLAMENTARIA
54088,90203063,90203,63,SANTA CRUZ - TERMINAL,22,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55576041,6.28897143,DESTINO-ORIGEN,6B,REGLAMENTARIA
54060,90205014,90205,14,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.55615097,6.29133962,ORIGEN-DESTINO,6B,REGLAMENTARIA
54251,90188007,90188,7,LA MILAGROSA,110,DIRECTA NO CENTRO,FLOTA LA MILAGROSA,-75.55306692,6.23882388,ORIGEN-DESTINO,6A,REGLAMENTARIA
52439,90113010,90113,10,12 DE OCTUBRE - ESTACIÓN TRICENTENARIO,263I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.5806044,6.29702198,ORIGEN-DESTINO,2B,REGLAMENTARIA
52860,90117002,90117,2,SANTANDER - CARRERA 73,280,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57365885,6.30975363,ORIGEN-DESTINO,2B,REGLAMENTARIA
53386,90207056,90207,56,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56627834,6.28223553,DESTINO-ORIGEN,6B,REGLAMENTARIA
53269,90133020,90133,20,AV. REGIONAL - SAN DIEGO,ANILLO F2 CARRERA 65,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.56803424,6.29258305,DESTINO-ORIGEN,2B,REGLAMENTARIA
53548,90207051,90207,51,PLAYÓN DE LOS COMUNEROS - ORIENTAL,24,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.56386176,6.27418803,DESTINO-ORIGEN,6B,REGLAMENTARIA
54365,90173019,90173,19,BUENOS AIRES,96,DIRECTA CENTRO,FLOTA LA V,-75.55079225,6.24058562,DESTINO-ORIGEN,6A,REGLAMENTARIA
53394,90116002,90116,2,GRATAMIRA-ESTACIÓN ACEVEDO,270I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.56619152,6.31085067,ORIGEN-DESTINO,2B,REGLAMENTARIA
53186,90122009,90122,9,FLORENCIA-ESTACIÓN ACEVEDO,283I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.56952554,6.3073969,ORIGEN-DESTINO,2B,REGLAMENTARIA
52539,90113005,90113,5,12 DE OCTUBRE - ESTACIÓN TRICENTENARIO,263I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.5787518,6.30212185,ORIGEN-DESTINO,2B,REGLAMENTARIA
54766,90180015,90180,15,CERROS DE QUINTALINDA,99,DIRECTA CENTRO,COOPCERQUIN,-75.54406149,6.23274276,ORIGEN-DESTINO,6A,REGLAMENTARIA
52718,90118007,90118,7,SANTANDER - CARRERA 73,280 DIRECTA,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57562466,6.29856566,ORIGEN-DESTINO,2B,REGLAMENTARIA
53321,90110011,90110,11,ESTACIÓN TRICENTENARIO,261II,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.5672464,6.29149331,ORIGEN-DESTINO,2B,REGLAMENTARIA
53368,90220021,90220,21,CAMPO VALDÉS CENTRO,51-52 CV-C,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.56645924,6.25570861,DESTINO-ORIGEN,6C,REGLAMENTARIA
51771,90141004,90141,4,BELÉN LAS PLAYAS,170,DIRECTA CENTRO,COOTRABEL,-75.5943861,6.22554365,ORIGEN-DESTINO,3A,REGLAMENTARIA
53574,90175016,90175,16,CAUCES-QUINTALINDA,97,DIRECTA CENTRO,FLOTA LA V,-75.5635664,6.2477838,ORIGEN-DESTINO,6A,REGLAMENTARIA
52467,90126020,90126,20,DERECHA - CIRCULAR NOROCCIDENTAL,306B,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.58012555,6.30320288,ORIGEN-DESTINO,2B,REGLAMENTARIA
52488,90113008,90113,8,12 DE OCTUBRE - ESTACIÓN TRICENTENARIO,263I,INTEGRADA,TRANSPORTE MEDELLÍN CASTILLA,-75.57977765,6.2990356,ORIGEN-DESTINO,2B,REGLAMENTARIA
54468,90205005,90205,5,POPULAR N° 1,23,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.54871448,6.30104757,ORIGEN-DESTINO,6B,REGLAMENTARIA
53814,90209012,90209,12,ARANJUEZ ANILLO DERECHA,041D,DIRECTA CENTRO,TRANSPORTE ARANJUEZ SANTA CRUZ,-75.5596431,6.28303342,ORIGEN-DESTINO,6B,REGLAMENTARIA
54533,90180018,90180,18,CERROS DE QUINTALINDA,99,DIRECTA CENTRO,COOPCERQUIN,-75.54782046,6.238388,ORIGEN-DESTINO,6A,REGLAMENTARIA
53065,90119028,90119,28,FLORENCIA,281,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57104808,6.28475115,DESTINO-ORIGEN,2B,REGLAMENTARIA
52782,90111043,90111,43,12 DE OCTUBRE - CALLE 90,263,DIRECTA CENTRO,TRANSPORTE MEDELLÍN CASTILLA,-75.57491321,6.30451676,DESTINO-ORIGEN,2B,REGLAMENTARIA
53494,90220011,90220,11,CAMPO VALDÉS CENTRO,51-52 CV-C,DIRECTA CENTRO,EXPRESO CAMPO VALDÉS,-75.56459556,6.26095037,ORIGEN-DESTINO,6C,REGLAMENTARIA
51841,90141001,90141,1,BELÉN LAS PLAYAS,170,DIRECTA CENTRO,COOTRABEL,-75.59272854,6.21801751,ORIGEN-DESTINO,3A,REGLAMENTARIA
